cbo,rfc,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
6,14,39,2,1,False,False,0.018489093875152348,False,0.0,False,0.07783316223695833,Voting
4,5,36,0,1,False,False,0.012617171691242077,False,0.0,False,0.02433297909454195,Voting
49,89,583,24,5,False,True,0.6056563412862618,False,0.3,False,0.25430174413526124,Voting
0,8,20,0,0,False,False,0.012142683091421608,False,0.0,False,0.013614458750807771,Voting
3,8,73,0,3,False,False,0.013575554994312698,False,0.0,False,0.06428519045354553,Voting
38,91,717,7,15,True,False,0.4653002689290457,True,0.6,False,0.4442411113596336,RandomForest
0,3,3,0,1,False,False,0.0116812214259801,False,0.0,False,0.04471856555479657,Voting
3,24,114,0,3,False,False,0.016744234387906856,False,0.0,False,0.09630676451768301,Voting
2,7,30,0,3,False,False,0.013299447823585948,False,0.0,False,0.029462509904950907,Voting
5,8,27,0,1,False,False,0.013343334342308838,False,0.0,False,0.03783382036084939,Voting
1,25,283,0,2,False,False,0.015686862441782478,False,0.0,False,0.033885548177532976,Voting
12,22,1700,3,1,True,False,0.4064141899374554,True,0.6,False,0.1514578537971029,RandomForest
1,7,14,0,1,False,False,0.012477083595322336,False,0.0,False,0.015361961316940197,Voting
0,0,0,0,0,False,False,0.010934993405564357,False,0.0,False,0.01900844778679731,Voting
8,33,177,0,1,False,False,0.019066841109361517,False,0.1,False,0.2542885990042621,Voting
6,9,35,0,1,False,False,0.013699858938556677,False,0.1,False,0.1488048820807033,Voting
3,15,17,0,1,False,False,0.014285741960321069,False,0.0,False,0.014180740308064084,Voting
0,3,5,0,1,False,False,0.011677454385791514,False,0.0,False,0.04542831758985103,Voting
20,145,1226,1,10,False,True,0.7435154349873997,False,0.4,True,0.5216249383685683,RandomForest
40,207,2594,9,41,True,True,0.9569045500639429,True,0.8,True,0.8731421680859406,Voting
0,2,10,0,0,False,False,0.011215264982920995,False,0.0,False,0.06376137469395105,Voting
4,6,33,0,1,False,False,0.012794529620670687,False,0.0,False,0.04712575484027855,Voting
9,93,995,2,6,False,False,0.06621733342720765,False,0.1,False,0.3718207933057525,Voting
4,12,40,0,1,False,False,0.0138591832861792,False,0.0,False,0.039317732754607586,Voting
2,31,259,0,5,False,False,0.018722292662709063,False,0.0,False,0.04835730924108345,Voting
8,97,981,3,11,False,False,0.12421299314940087,False,0.5,False,0.476140725477251,Voting
11,21,108,2,2,True,False,0.022129207816895192,False,0.0,False,0.094149101451935,Voting
0,5,28,1,1,False,False,0.013415464732808585,False,0.0,False,0.004118577320447915,Voting
5,8,32,0,1,False,False,0.01333274996449274,False,0.0,False,0.05078815143360189,Voting
0,3,5,0,1,False,False,0.011677454385791514,False,0.0,False,0.04542831758985103,Voting
